survived,pclass,sex,age,sibsp,parch,fare,embarked,who,alone,family_size,age_zscore,fare_zscore
1,1,male,27.0,0,0,30.5,S,man,True,1,-0.15564490495655028,-0.03212798910816789
1,2,female,22.0,1,2,41.5792,C,woman,False,4,-0.5324300623939701,0.19080473462370068
1,1,female,40.0,0,0,153.4625,S,woman,True,1,0.8239965043807411,2.4420908210838936
0,3,female,39.0,1,5,31.275,S,woman,False,7,0.7486394728932573,-0.016533644670645515
0,3,male,25.0,0,0,7.05,S,man,True,1,-0.3063589679315182,-0.5039826691854584
1,3,female,21.5,1,0,15.5,Q,woman,False,2,-0.570108578137712,-0.33395401047956913
0,3,male,25.0,0,0,7.75,Q,man,True,1,-0.3063589679315182,-0.4898974548547931
0,3,male,35.0,0,0,8.05,S,man,True,1,0.4472113469433214,-0.48386093442736505
1,2,female,24.0,1,2,65.0,S,woman,False,4,-0.38171599941900214,0.6620718600460549
0,3,male,34.0,1,1,14.4,S,man,False,3,0.3718543154558374,-0.3560879187134719
0,3,female,26.0,1,0,16.1,S,woman,False,2,-0.23100193644403422,-0.321880969624713
1,2,female,4.0,2,1,39.0,S,child,False,4,-1.8888566291686812,0.13890675633562613
0,2,male,26.0,0,0,10.5,S,man,True,1,-0.23100193644403422,-0.4345626842700362
0,3,male,27.0,1,0,14.4542,C,man,False,2,-0.15564490495655028,-0.3549973206895832
1,1,male,42.0,1,0,52.5542,S,man,False,2,0.974710567355709,0.41164077359377593
1,3,male,20.0,1,1,15.7417,C,man,False,3,-0.683144125368938,-0.3290905871885379
0,3,male,21.0,0,0,7.8542,S,man,True,1,-0.607787093881454,-0.48780077009299977
0,3,male,21.0,0,0,16.1,S,man,True,1,-0.607787093881454,-0.321880969624713
0,1,male,61.0,0,0,32.3208,S,man,True,1,2.406494165617904,0.004509665539368574
0,2,male,57.0,0,0,12.35,Q,man,True,1,2.1050660396679683,-0.39733747496756333
1,1,female,21.0,0,0,77.9583,S,woman,True,1,-0.607787093881454,0.9228153355618567
0,3,male,26.0,0,0,7.8958,S,man,True,1,-0.23100193644403422,-0.486963705927063
0,3,male,25.0,0,0,7.7333,Q,man,True,1,-0.3063589679315182,-0.4902334878252532
1,1,male,80.0,0,0,30.0,S,man,True,1,3.8382777638801,-0.04218885648721459
0,3,male,51.0,0,0,7.0542,S,man,True,1,1.6529238507430648,-0.5038981578994745
1,1,male,32.0,0,0,30.5,C,man,True,1,0.22114025248086952,-0.03212798910816789
0,1,male,40.0,0,0,0.0,S,man,True,1,0.8239965043807411,-0.6458408992300171
0,3,female,9.0,3,2,27.9,S,child,False,6,-1.5120714717312616,-0.08444449947921079
1,2,female,28.0,0,0,13.0,S,woman,True,1,-0.08028787346906631,-0.38425834737480263
0,3,male,32.0,0,0,7.925,S,man,True,1,0.22114025248086952,-0.4863761512721267
0,2,male,31.0,1,1,26.25,S,man,False,3,0.14578322099338556,-0.1176453618300649
0,3,female,41.0,0,5,39.6875,S,woman,False,6,0.8993535358682251,0.15274044898181535
0,3,male,25.0,1,0,16.1,S,man,False,2,-0.3063589679315182,-0.321880969624713
0,3,male,20.0,0,0,7.8542,S,man,True,1,-0.683144125368938,-0.48780077009299977
1,1,female,24.0,0,0,69.3,C,woman,True,1,-0.38171599941900214,0.7485953195058566
0,3,female,2.0,3,2,27.9,S,child,False,6,-2.0395706921436494,-0.08444449947921079
1,3,male,25.0,0,0,56.4958,S,man,True,1,-0.3063589679315182,0.49095260331627694
1,3,female,0.75,2,1,19.2583,C,child,False,4,-2.1337669815030043,-0.25833049473822667
1,1,male,48.0,1,0,76.7292,C,man,False,2,1.4268527562806128,0.8980837113706843
0,3,male,19.0,0,0,7.8958,S,man,True,1,-0.7585011568564219,-0.486963705927063
1,1,male,56.0,0,0,35.5,C,man,True,1,2.0297090081804847,0.06848068468229919
0,3,male,25.0,0,0,7.55,S,man,True,1,-0.3063589679315182,-0.49392180180641176
1,3,female,23.0,0,0,7.55,S,woman,True,1,-0.4570730309064861,-0.49392180180641176
0,3,male,25.0,0,0,7.8958,S,man,True,1,-0.3063589679315182,-0.486963705927063
1,2,female,18.0,0,1,23.0,S,woman,False,2,-0.8338581883439059,-0.18304099979386848
0,3,male,21.0,0,0,8.4333,S,man,True,1,-0.607787093881454,-0.4761482734945879
1,3,female,21.5,0,0,7.8292,Q,woman,True,1,-0.570108578137712,-0.48830381346195206
0,3,female,18.0,0,0,6.75,Q,woman,True,1,-0.8338581883439059,-0.5100191896128865
0,2,male,24.0,2,0,73.5,S,man,False,3,-0.38171599941900214,0.8331066054898489
0,3,male,25.0,0,0,7.8958,S,man,True,1,-0.3063589679315182,-0.486963705927063
0,3,female,32.0,1,1,15.5,Q,woman,False,3,0.22114025248086952,-0.33395401047956913
0,2,male,23.0,0,0,13.0,S,man,True,1,-0.4570730309064861,-0.38425834737480263
0,1,male,58.0,0,2,113.275,C,man,False,3,2.1804230711554524,1.6334486054930144
1,1,male,50.0,2,0,133.65,S,man,False,3,1.5775668192555807,2.043428951189168
0,3,male,40.0,0,0,7.225,C,man,True,1,0.8239965043807411,-0.5004613656027921
0,1,male,47.0,0,0,25.5875,S,man,True,1,1.351495724793129,-0.1309760111073018
0,3,male,36.0,0,0,7.4958,S,man,True,1,0.5225683784308054,-0.49501239983030043
1,3,male,20.0,1,0,7.925,S,man,False,2,-0.683144125368938,-0.4863761512721267
0,2,male,32.0,2,0,73.5,S,man,False,3,0.22114025248086952,0.8331066054898489
0,2,male,25.0,0,0,13.0,S,man,True,1,-0.3063589679315182,-0.38425834737480263
0,3,male,25.0,0,0,7.775,S,man,True,1,-0.3063589679315182,-0.4893944114858408
0,3,male,43.0,0,0,8.05,S,man,True,1,1.0500675988431931,-0.48386093442736505
1,1,female,35.0,1,0,52.0,S,woman,False,2,0.4472113469433214,0.40048930819084055
1,2,female,40.0,1,1,39.0,S,woman,False,3,0.8239965043807411,0.13890675633562613
0,1,male,31.0,1,0,52.0,S,man,False,2,0.14578322099338556,0.40048930819084055
0,2,male,70.0,0,0,10.5,S,man,True,1,3.0847074490052604,-0.4345626842700362
1,2,male,31.0,0,0,13.0,S,man,True,1,0.14578322099338556,-0.38425834737480263
0,2,male,30.0,0,0,0.0,S,man,True,1,0.0704261895059016,-0.6458408992300171
0,3,male,18.0,0,0,7.775,S,man,True,1,-0.8338581883439059,-0.4893944114858408
0,3,male,24.5,0,0,8.05,S,man,True,1,-0.34403748367526016,-0.48386093442736505
1,3,female,18.0,0,0,9.8417,S,woman,True,1,-0.8338581883439059,-0.4478088222612891
0,3,female,43.0,1,6,46.9,S,woman,False,8,1.0500675988431931,0.2978684609245641
1,1,male,36.0,0,1,512.3292,C,man,False,2,0.5225683784308054,9.663111371996175
0,3,female,21.5,0,0,8.1375,Q,woman,True,1,-0.570108578137712,-0.4821002826360319
1,1,male,27.0,0,0,76.7292,C,man,True,1,-0.15564490495655028,0.8980837113706843
0,3,male,20.0,0,0,9.225,S,man,True,1,-0.683144125368938,-0.46021789608660524
0,3,male,14.0,5,2,46.9,S,child,False,8,-1.1352863142938416,0.2978684609245641
0,2,male,60.0,1,1,39.0,S,man,False,3,2.33113713413042,0.13890675633562613
0,2,male,25.0,1,2,41.5792,C,man,False,4,-0.3063589679315182,0.19080473462370068
0,3,male,14.0,4,1,39.6875,S,child,False,6,-1.1352863142938416,0.15274044898181535
0,3,male,19.0,0,0,10.1708,S,man,True,1,-0.7585011568564219,-0.44118675935240054
0,3,male,18.0,0,0,7.7958,S,man,True,1,-0.8338581883439059,-0.4889758794028724
1,1,female,15.0,0,1,211.3375,S,child,False,2,-1.0599292828063578,3.60663622020855
1,1,male,31.0,1,0,57.0,S,man,False,2,0.14578322099338556,0.5010979819813076
1,3,female,4.0,0,1,13.4167,C,child,False,2,-1.8888566291686812,-0.3758736205011051
1,3,male,25.0,0,0,56.4958,S,man,True,1,-0.3063589679315182,0.49095260331627694
0,3,male,25.0,0,0,7.225,C,man,True,1,-0.3063589679315182,-0.5004613656027921
0,1,male,60.0,0,0,26.55,S,man,True,1,2.33113713413042,-0.11160884140263685
0,2,male,52.0,0,0,13.5,S,man,True,1,1.7282808822305487,-0.3741974799957559
0,3,male,44.0,0,0,8.05,S,man,True,1,1.125424630330677,-0.48386093442736505
1,3,female,21.5,0,0,7.7333,Q,woman,True,1,-0.570108578137712,-0.4902334878252532
0,1,male,49.0,1,1,110.8833,C,man,False,3,1.5022097877680969,1.5853234524720827
0,3,male,42.0,0,0,7.65,S,man,True,1,0.974710567355709,-0.4919096283306024
1,1,female,18.0,1,0,227.525,C,woman,False,2,-0.8338581883439059,3.932356801605187
1,1,male,35.0,0,0,26.2875,S,man,True,1,0.4472113469433214,-0.11689079677663637
0,3,female,18.0,0,1,14.4542,C,woman,False,2,-0.8338581883439059,-0.3549973206895832
0,3,male,25.0,0,0,7.7417,Q,man,True,1,-0.3063589679315182,-0.49006446525328523
0,3,male,26.0,1,0,7.8542,S,man,False,2,-0.23100193644403422,-0.48780077009299977
0,2,male,39.0,0,0,26.0,S,man,True,1,0.7486394728932573,-0.12267579551958825
1,2,female,45.0,0,0,13.5,S,woman,True,1,1.200781661818161,-0.3741974799957559
1,1,male,42.0,0,0,26.2875,S,man,True,1,0.974710567355709,-0.11689079677663637
1,1,female,22.0,0,0,151.55,S,woman,True,1,-0.5324300623939701,2.40360800335904
1,3,male,25.0,1,1,15.2458,C,man,False,3,-0.3063589679315182,-0.3390689554550765
1,1,female,24.0,0,0,49.5042,C,woman,True,1,-0.38171599941900214,0.3502694825815909
0,1,male,40.0,0,0,26.55,S,man,True,1,0.8239965043807411,-0.11160884140263685
1,1,male,48.0,1,0,52.0,S,man,False,2,1.4268527562806128,0.40048930819084055
0,3,male,29.0,0,0,9.4833,S,man,True,1,-0.004930841981582358,-0.45502045199858976
0,2,male,52.0,0,0,13.0,S,man,True,1,1.7282808822305487,-0.38425834737480263
0,3,male,19.0,0,0,7.65,S,man,True,1,-0.7585011568564219,-0.4919096283306024
1,1,female,38.0,0,0,227.525,C,woman,True,1,0.6732824414057733,3.932356801605187
1,2,female,27.0,0,0,10.5,S,woman,True,1,-0.15564490495655028,-0.4345626842700362
0,3,male,25.0,0,0,15.5,Q,man,True,1,-0.3063589679315182,-0.33395401047956913
0,3,male,33.0,0,0,7.775,S,man,True,1,0.29649728396835345,-0.4893944114858408
1,2,female,6.0,0,1,33.0,S,child,False,2,-1.7381425661937133,0.01817634778706565
0,3,male,17.0,1,0,7.0542,S,man,False,2,-0.9092152198313899,-0.5038981578994745
0,2,male,34.0,0,0,13.0,S,man,True,1,0.3718543154558374,-0.38425834737480263
0,2,male,50.0,0,0,13.0,S,man,True,1,1.5775668192555807,-0.38425834737480263
1,1,male,27.0,1,0,53.1,S,man,False,2,-0.15564490495655028,0.4226232164247433
0,3,male,20.0,0,0,8.6625,S,man,True,1,-0.683144125368938,-0.4715363718880328
1,2,female,30.0,3,0,21.0,S,woman,False,4,0.0704261895059016,-0.22328446931005533
1,3,female,21.5,0,0,7.7375,Q,woman,True,1,-0.570108578137712,-0.4901489765392692
0,2,male,25.0,1,0,26.0,S,man,False,2,-0.3063589679315182,-0.12267579551958825
0,3,female,25.0,1,0,7.925,S,woman,False,2,-0.3063589679315182,-0.4863761512721267
1,1,female,29.0,0,0,211.3375,S,woman,True,1,-0.004930841981582358,3.60663622020855
0,3,male,11.0,0,0,18.7875,C,child,True,1,-1.3613574087562936,-0.26780380746233695
0,2,male,30.0,0,0,0.0,S,man,True,1,0.0704261895059016,-0.6458408992300171
0,2,male,23.0,0,0,13.0,S,man,True,1,-0.4570730309064861,-0.38425834737480263
0,2,male,23.0,0,0,13.0,S,man,True,1,-0.4570730309064861,-0.38425834737480263
0,3,male,28.5,0,0,16.1,S,man,True,1,-0.042609357725324336,-0.321880969624713
0,3,female,48.0,1,3,34.375,S,woman,False,5,1.4268527562806128,0.045843733079444095
1,1,male,35.0,0,0,512.3292,C,man,True,1,0.4472113469433214,9.663111371996175
0,3,male,25.0,0,0,7.8958,S,man,True,1,-0.3063589679315182,-0.486963705927063
0,3,male,25.0,0,0,7.8958,S,man,True,1,-0.3063589679315182,-0.486963705927063
1,1,male,40.0,0,0,30.0,S,man,True,1,0.8239965043807411,-0.04218885648721459
0,1,male,36.0,1,0,78.85,S,man,False,2,0.5225683784308054,0.9407578864456486
1,1,female,21.0,2,2,262.375,C,woman,False,5,-0.607787093881454,4.633599257924742
0,3,male,24.0,1,0,16.1,S,man,False,2,-0.38171599941900214,-0.321880969624713
1,3,male,31.0,0,0,7.925,S,man,True,1,0.14578322099338556,-0.4863761512721267
0,1,male,70.0,1,1,71.0,S,man,False,3,3.0847074490052604,0.7828022685946154
0,3,male,16.0,1,1,20.25,S,man,False,3,-0.9845722513188738,-0.2383757703786254
1,2,female,30.0,0,0,13.0,S,woman,True,1,0.0704261895059016,-0.38425834737480263
0,1,male,19.0,1,0,53.1,S,man,False,2,-0.7585011568564219,0.4226232164247433
0,3,male,31.0,0,0,7.75,Q,man,True,1,0.14578322099338556,-0.4898974548547931
1,2,female,4.0,1,1,23.0,S,child,False,3,-1.8888566291686812,-0.18304099979386848
1,3,male,6.0,0,1,12.475,S,child,False,2,-1.7381425661937133,-0.39482225812280164
0,3,male,33.0,0,0,9.5,S,man,True,1,0.29649728396835345,-0.4546844190281296
0,3,male,23.0,0,0,7.8958,S,man,True,1,-0.4570730309064861,-0.486963705927063
1,2,female,48.0,1,2,65.0,S,woman,False,4,1.4268527562806128,0.6620718600460549
1,2,male,0.67,1,1,14.5,S,child,False,3,-2.139795544022003,-0.3540757452376625
0,3,male,28.0,0,0,7.7958,S,man,True,1,-0.08028787346906631,-0.4889758794028724
0,2,male,18.0,0,0,11.5,S,man,True,1,-0.8338581883439059,-0.41444094951194277
0,3,male,34.0,0,0,8.05,S,man,True,1,0.3718543154558374,-0.48386093442736505
1,1,female,33.0,0,0,86.5,S,woman,True,1,0.29649728396835345,1.0946891573450634
0,3,male,25.0,0,0,14.5,S,man,True,1,-0.3063589679315182,-0.3540757452376625
0,3,male,41.0,0,0,7.125,S,man,True,1,0.8993535358682251,-0.5024735390786015
1,3,male,20.0,0,0,7.2292,C,man,True,1,-0.683144125368938,-0.5003768543168081
1,1,female,36.0,1,2,120.0,S,woman,False,4,0.5225683784308054,1.7687672717411926
0,3,male,16.0,0,0,7.775,S,man,True,1,-0.9845722513188738,-0.4893944114858408
1,1,female,51.0,1,0,77.9583,S,woman,False,2,1.6529238507430648,0.9228153355618567
0,1,male,40.0,0,0,39.6,C,man,True,1,0.8239965043807411,0.1509797971904822
0,3,female,30.5,0,0,7.75,Q,woman,True,1,0.10810470524964358,-0.4898974548547931
0,3,male,25.0,1,0,24.15,Q,man,False,2,-0.3063589679315182,-0.1599010048220611
0,3,male,32.0,0,0,8.3625,S,man,True,1,0.22114025248086952,-0.47757289231546085
0,3,male,24.0,0,0,9.5,S,man,True,1,-0.38171599941900214,-0.4546844190281296
0,3,male,48.0,0,0,7.8542,S,man,True,1,1.4268527562806128,-0.48780077009299977
0,2,female,57.0,0,0,10.5,S,woman,True,1,2.1050660396679683,-0.4345626842700362
0,3,male,25.0,0,0,7.225,C,man,True,1,-0.3063589679315182,-0.5004613656027921
1,2,female,54.0,1,3,23.0,S,woman,False,5,1.8789949452055166,-0.18304099979386848
0,3,male,18.0,0,0,7.75,S,man,True,1,-0.8338581883439059,-0.4898974548547931
0,3,male,25.0,0,0,7.75,Q,man,True,1,-0.3063589679315182,-0.4898974548547931
1,3,female,5.0,0,0,12.475,S,child,True,1,-1.8134995976811974,-0.39482225812280164
0,3,male,25.0,0,0,7.7375,Q,man,True,1,-0.3063589679315182,-0.4901489765392692
1,1,female,43.0,0,1,211.3375,S,woman,False,2,1.0500675988431931,3.60663622020855
1,3,female,13.0,0,0,7.2292,C,child,True,1,-1.2106433457813257,-0.5003768543168081
1,1,female,17.0,1,0,57.0,S,woman,False,2,-0.9092152198313899,0.5010979819813076
0,1,male,29.0,0,0,30.0,S,man,True,1,-0.004930841981582358,-0.04218885648721459
0,3,male,25.0,1,2,23.45,S,man,False,4,-0.3063589679315182,-0.17398621915272647
0,3,male,25.0,0,0,7.05,S,man,True,1,-0.3063589679315182,-0.5039826691854584
0,3,male,25.0,0,0,7.25,S,man,True,1,-0.3063589679315182,-0.4999583222338398
1,3,female,18.0,0,0,7.4958,S,woman,True,1,-0.8338581883439059,-0.49501239983030043
0,3,male,8.0,4,1,29.125,Q,child,False,6,-1.5874285032187454,-0.05979537440054633
1,3,male,1.0,1,2,20.575,S,child,False,4,-2.114927723631133,-0.23183620658224505
0,1,male,46.0,0,0,79.2,C,man,True,1,1.2761386933056449,0.9478004936109815
0,3,male,25.0,0,0,7.75,Q,man,True,1,-0.3063589679315182,-0.4898974548547931
0,2,male,16.0,0,0,26.0,S,man,True,1,-0.9845722513188738,-0.12267579551958825
0,3,female,21.5,8,2,69.55,S,woman,False,11,-0.570108578137712,0.7536257531953799
0,1,male,40.0,0,0,30.6958,C,man,True,1,0.8239965043807411,-0.028188153442533226
0,3,male,25.0,0,0,7.8958,S,man,True,1,-0.3063589679315182,-0.486963705927063
0,2,male,39.0,0,0,13.0,S,man,True,1,0.7486394728932573,-0.38425834737480263
1,1,female,49.0,0,0,25.9292,S,woman,True,1,1.5022097877680969,-0.12410041434046123
1,3,female,31.0,0,0,8.6833,S,woman,True,1,0.14578322099338556,-0.4711178398050645
0,3,male,30.0,0,0,7.2292,C,man,True,1,0.0704261895059016,-0.5003768543168081
0,3,female,30.0,1,1,24.15,S,woman,False,3,0.0704261895059016,-0.1599010048220611
0,2,male,34.0,0,0,13.0,S,man,True,1,0.3718543154558374,-0.38425834737480263
1,2,female,31.0,1,1,26.25,S,woman,False,3,0.14578322099338556,-0.1176453618300649
1,1,male,11.0,1,2,120.0,S,child,False,4,-1.3613574087562936,1.7687672717411926
1,3,male,0.42,0,1,8.5167,C,child,False,2,-2.1586348018938737,-0.47447012081576284
1,3,male,27.0,0,0,6.975,S,man,True,1,-0.15564490495655028,-0.5054917992923155
0,3,male,31.0,0,0,7.775,S,man,True,1,0.14578322099338556,-0.4893944114858408
0,1,male,39.0,0,0,0.0,S,man,True,1,0.7486394728932573,-0.6458408992300171
0,3,female,18.0,0,0,7.775,S,woman,True,1,-0.8338581883439059,-0.4893944114858408
0,2,male,39.0,0,0,13.0,S,man,True,1,0.7486394728932573,-0.38425834737480263
1,1,female,33.0,1,0,53.1,S,woman,False,2,0.29649728396835345,0.4226232164247433
0,3,male,26.0,0,0,7.8875,S,man,True,1,-0.23100193644403422,-0.4871307163255552
0,3,male,39.0,0,0,24.15,S,man,True,1,0.7486394728932573,-0.1599010048220611
0,2,male,35.0,0,0,10.5,S,man,True,1,0.4472113469433214,-0.4345626842700362
0,3,female,6.0,4,2,31.275,S,child,False,7,-1.7381425661937133,-0.016533644670645515
0,3,male,30.5,0,0,8.05,S,man,True,1,0.10810470524964358,-0.48386093442736505
0,1,male,40.0,0,0,0.0,S,man,True,1,0.8239965043807411,-0.6458408992300171
0,3,female,23.0,0,0,7.925,S,woman,True,1,-0.4570730309064861,-0.4863761512721267
0,2,male,31.0,1,1,37.0042,C,man,False,3,0.14578322099338556,0.09874779810542325
0,3,male,43.0,0,0,6.45,S,man,True,1,1.0500675988431931,-0.5160557100403145
0,3,male,10.0,3,2,27.9,S,child,False,6,-1.4367144402437775,-0.08444449947921079
1,1,female,52.0,1,1,93.5,S,woman,False,3,1.7282808822305487,1.2355413006517173
1,3,male,27.0,0,0,8.6625,S,man,True,1,-0.15564490495655028,-0.4715363718880328
0,1,male,38.0,0,0,0.0,S,man,True,1,0.6732824414057733,-0.6458408992300171
1,3,female,27.0,0,1,12.475,S,woman,False,2,-0.15564490495655028,-0.39482225812280164
0,3,male,2.0,4,1,39.6875,S,child,False,6,-2.0395706921436494,0.15274044898181535
0,3,male,25.0,0,0,6.95,Q,man,True,1,-0.3063589679315182,-0.5059948426612678
0,3,male,25.0,0,0,56.4958,S,man,True,1,-0.3063589679315182,0.49095260331627694
1,2,male,1.0,0,2,37.0042,C,child,False,3,-2.114927723631133,0.09874779810542325
1,3,male,25.0,0,0,7.75,Q,man,True,1,-0.3063589679315182,-0.4898974548547931
1,3,female,15.0,1,0,14.4542,C,child,False,2,-1.0599292828063578,-0.3549973206895832
1,2,male,0.83,1,1,18.75,S,child,False,3,-2.1277384189840056,-0.26855837251576553
0,3,male,25.0,0,0,7.2292,C,man,True,1,-0.3063589679315182,-0.5003768543168081
0,3,male,23.0,0,0,7.8542,S,man,True,1,-0.4570730309064861,-0.48780077009299977
0,3,male,18.0,0,0,8.3,S,man,True,1,-0.8338581883439059,-0.47883050073784167
1,1,female,39.0,1,1,83.1583,C,woman,False,3,0.7486394728932573,1.0274483563039425
0,3,male,21.0,0,0,8.6625,S,man,True,1,-0.607787093881454,-0.4715363718880328
0,3,male,25.0,0,0,8.05,S,man,True,1,-0.3063589679315182,-0.48386093442736505
1,3,male,32.0,0,0,56.4958,S,man,True,1,0.22114025248086952,0.49095260331627694
1,1,male,40.0,0,0,29.7,C,man,True,1,0.8239965043807411,-0.04822537691464263
0,3,male,20.0,0,0,7.925,S,man,True,1,-0.683144125368938,-0.4863761512721267
0,2,male,16.0,0,0,10.5,S,man,True,1,-0.9845722513188738,-0.4345626842700362
1,1,female,30.0,0,0,31.0,C,woman,True,1,0.0704261895059016,-0.022067121729121175
0,3,male,34.5,0,0,6.4375,C,man,True,1,0.4095328311995794,-0.5163072317247906
0,3,male,17.0,0,0,8.6625,S,man,True,1,-0.9092152198313899,-0.4715363718880328
0,3,male,42.0,0,0,7.55,S,man,True,1,0.974710567355709,-0.49392180180641176
0,3,male,25.0,8,2,69.55,S,man,False,11,-0.3063589679315182,0.7536257531953799
0,3,male,35.0,0,0,7.8958,C,man,True,1,0.4472113469433214,-0.486963705927063
0,2,male,28.0,0,1,33.0,S,man,False,2,-0.08028787346906631,0.01817634778706565
1,1,female,35.0,1,0,89.1042,C,woman,False,2,0.4472113469433214,1.1470901790020904
0,3,male,4.0,4,2,31.275,S,child,False,7,-1.8888566291686812,-0.016533644670645515
0,3,male,74.0,0,0,7.775,S,man,True,1,3.386135574955196,-0.4893944114858408
0,3,female,9.0,1,1,15.2458,C,child,False,3,-1.5120714717312616,-0.3390689554550765
1,1,female,16.0,0,1,39.4,S,woman,False,2,-0.9845722513188738,0.14695545023886347
0,2,female,44.0,1,0,26.0,S,woman,False,2,1.125424630330677,-0.12267579551958825
1,3,female,18.0,0,1,9.35,S,woman,False,2,-0.8338581883439059,-0.4577026792418436
1,1,female,45.0,1,1,164.8667,S,woman,False,3,1.200781661818161,2.6715631086121427
1,1,male,51.0,0,0,26.55,S,man,True,1,1.6529238507430648,-0.11160884140263685
1,3,female,24.0,0,3,19.2583,C,woman,False,4,-0.38171599941900214,-0.25833049473822667
0,3,male,25.0,0,0,7.2292,C,man,True,1,-0.3063589679315182,-0.5003768543168081
0,3,male,41.0,2,0,14.1083,S,man,False,3,0.8993535358682251,-0.3619574287424077
0,2,male,21.0,1,0,11.5,S,man,False,2,-0.607787093881454,-0.41444094951194277
1,1,female,48.0,0,0,25.9292,S,woman,True,1,1.4268527562806128,-0.12410041434046123
0,3,female,21.5,8,2,69.55,S,woman,False,11,-0.570108578137712,0.7536257531953799
0,2,male,24.0,0,0,13.0,S,man,True,1,-0.38171599941900214,-0.38425834737480263
1,2,female,42.0,0,0,13.0,S,woman,True,1,0.974710567355709,-0.38425834737480263
1,2,female,27.0,1,0,13.8583,C,woman,False,2,-0.15564490495655028,-0.36698786243193104
0,1,male,31.0,0,0,50.4958,S,man,True,1,0.14578322099338556,0.37022219476771645
0,3,male,25.0,0,0,9.5,S,man,True,1,-0.3063589679315182,-0.4546844190281296
1,3,male,4.0,1,1,11.1333,S,child,False,3,-1.8888566291686812,-0.42181958964773564
0,3,male,26.0,0,0,7.8958,S,man,True,1,-0.23100193644403422,-0.486963705927063
1,1,female,47.0,1,1,52.5542,S,woman,False,3,1.351495724793129,0.41164077359377593
0,1,male,33.0,0,0,5.0,S,man,True,1,0.29649728396835345,-0.54523222543955
0,3,male,47.0,0,0,9.0,S,man,True,1,1.351495724793129,-0.4647452864071763
1,2,female,28.0,1,0,24.0,C,woman,False,2,-0.08028787346906631,-0.16291926503577508
1,3,female,15.0,0,0,7.225,C,child,True,1,-1.0599292828063578,-0.5004613656027921
0,3,male,20.0,0,0,9.8458,S,man,True,1,-0.683144125368938,-0.44772632314878086
0,3,male,19.0,0,0,7.8958,S,man,True,1,-0.7585011568564219,-0.486963705927063
0,3,male,25.0,0,0,7.8958,S,man,True,1,-0.3063589679315182,-0.486963705927063
1,1,female,56.0,0,1,83.1583,C,woman,False,2,2.0297090081804847,1.0274483563039425
1,2,female,25.0,0,1,26.0,S,woman,False,2,-0.3063589679315182,-0.12267579551958825
0,3,male,33.0,0,0,7.8958,S,man,True,1,0.29649728396835345,-0.486963705927063
0,3,female,22.0,0,0,10.5167,S,woman,True,1,-0.5324300623939701,-0.434226651299576
0,2,male,28.0,0,0,10.5,S,man,True,1,-0.08028787346906631,-0.4345626842700362
0,3,male,25.0,0,0,7.05,S,man,True,1,-0.3063589679315182,-0.5039826691854584
0,3,female,39.0,0,5,29.125,Q,woman,False,6,0.7486394728932573,-0.05979537440054633
0,2,male,27.0,0,0,13.0,S,man,True,1,-0.15564490495655028,-0.38425834737480263
1,1,female,19.0,0,0,30.0,S,woman,True,1,-0.7585011568564219,-0.04218885648721459
0,3,female,21.5,1,2,23.45,S,woman,False,4,-0.570108578137712,-0.17398621915272647
1,1,male,26.0,0,0,30.0,C,man,True,1,-0.23100193644403422,-0.04218885648721459
0,3,male,32.0,0,0,7.75,Q,man,True,1,0.22114025248086952,-0.4898974548547931
